id,grid_solution,steps
lgp-test-3x5-14,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""Each person has a unique level of education"", ""Each person has a unique type of pet"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""arnold"", ""daffodils"", ""bachelor"", ""fish"", ""desert""], [""2"", ""eric"", ""carnations"", ""associate"", ""dog"", ""cherry""], [""3"", ""peter"", ""lilies"", ""high school"", ""cat"", ""watermelon""]]}",37
lgp-test-2x2-16,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports""], ""rows"": [[""1"", ""eric"", ""basketball""], [""2"", ""arnold"", ""soccer""]]}",5
lgp-test-3x2-2,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""arnold"", ""janelle""], [""2"", ""peter"", ""holly""], [""3"", ""eric"", ""aniya""]]}",9
lgp-test-2x2-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation""], ""rows"": [[""1"", ""eric"", ""engineer""], [""2"", ""arnold"", ""doctor""]]}",5
lgp-test-2x2-38,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""eric"", ""aniya""], [""2"", ""arnold"", ""holly""]]}",6
lgp-test-3x4-10,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""Everyone has something unique for lunch"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""peter"", ""mystery"", ""spaghetti"", ""watermelon""], [""2"", ""eric"", ""romance"", ""grilled cheese"", ""cherry""], [""3"", ""arnold"", ""science fiction"", ""pizza"", ""desert""]]}",17
lgp-test-4x4-13,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""People have unique favorite sports"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""alice"", ""prince"", ""soccer"", ""water""], [""2"", ""arnold"", ""blue master"", ""tennis"", ""coffee""], [""3"", ""eric"", ""dunhill"", ""basketball"", ""tea""], [""4"", ""peter"", ""pall mall"", ""swimming"", ""milk""]]}",17
lgp-test-3x3-7,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""peter"", ""black"", ""april""], [""2"", ""arnold"", ""blonde"", ""jan""], [""3"", ""eric"", ""brown"", ""sept""]]}",10
lgp-test-4x4-26,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""People own unique car models"", ""The people keep unique animals""], ""rows"": [[""1"", ""alice"", ""stew"", ""toyota camry"", ""horse""], [""2"", ""arnold"", ""spaghetti"", ""tesla model 3"", ""bird""], [""3"", ""eric"", ""pizza"", ""ford f150"", ""fish""], [""4"", ""peter"", ""grilled cheese"", ""honda civic"", ""cat""]]}",37
lgp-test-6x4-16,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""The people are of nationalities"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""bob"", ""city"", ""chinese"", ""blueberry""], [""2"", ""arnold"", ""cultural"", ""swede"", ""dragonfruit""], [""3"", ""eric"", ""mountain"", ""dane"", ""cherry""], [""4"", ""alice"", ""camping"", ""norwegian"", ""lime""], [""5"", ""carol"", ""cruise"", ""brit"", ""watermelon""], [""6"", ""peter"", ""beach"", ""german"", ""desert""]]}",165
lgp-test-5x4-33,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""People have unique favorite sports"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""arnold"", ""tulips"", ""soccer"", ""penny""], [""2"", ""eric"", ""carnations"", ""basketball"", ""kailyn""], [""3"", ""bob"", ""roses"", ""tennis"", ""janelle""], [""4"", ""alice"", ""lilies"", ""swimming"", ""aniya""], [""5"", ""peter"", ""daffodils"", ""baseball"", ""holly""]]}",480
lgp-test-6x4-11,,329
lgp-test-2x3-36,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""eric"", ""samsung galaxy s21"", ""dog""], [""2"", ""arnold"", ""iphone 13"", ""cat""]]}",7
lgp-test-6x4-31,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Each person prefers a unique type of vacation"", ""Each person has a favorite color""], ""rows"": [[""1"", ""alice"", ""sept"", ""city"", ""red""], [""2"", ""arnold"", ""mar"", ""beach"", ""green""], [""3"", ""peter"", ""april"", ""cruise"", ""purple""], [""4"", ""carol"", ""may"", ""camping"", ""yellow""], [""5"", ""bob"", ""jan"", ""mountain"", ""blue""], [""6"", ""eric"", ""feb"", ""cultural"", ""white""]]}",443
lgp-test-5x6-32,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has a favorite color"", ""The people are of nationalities"", ""People have unique favorite book genres"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""alice"", ""stir fry"", ""white"", ""swede"", ""mystery"", ""bella""], [""2"", ""bob"", ""pizza"", ""red"", ""norwegian"", ""fantasy"", ""fred""], [""3"", ""arnold"", ""grilled cheese"", ""green"", ""dane"", ""science fiction"", ""samantha""], [""4"", ""eric"", ""spaghetti"", ""blue"", ""german"", ""biography"", ""meredith""], [""5"", ""peter"", ""stew"", ""yellow"", ""brit"", ""romance"", ""timothy""]]}",5773
lgp-test-4x4-28,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has a unique favorite drink"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""grilled cheese"", ""water"", ""cherry""], [""2"", ""peter"", ""pizza"", ""milk"", ""dragonfruit""], [""3"", ""alice"", ""stew"", ""tea"", ""watermelon""], [""4"", ""arnold"", ""spaghetti"", ""coffee"", ""desert""]]}",21
lgp-test-2x6-17,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Everyone has a unique favorite cigar"", ""People have unique favorite book genres"", ""The people are of nationalities"", ""Each person has an occupation""], ""rows"": [[""1"", ""arnold"", ""red"", ""pall mall"", ""mystery"", ""brit"", ""doctor""], [""2"", ""eric"", ""yellow"", ""prince"", ""science fiction"", ""dane"", ""engineer""]]}",13
lgp-test-6x3-2,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""peter"", ""prince"", ""historical fiction""], [""2"", ""alice"", ""pall mall"", ""biography""], [""3"", ""arnold"", ""dunhill"", ""science fiction""], [""4"", ""carol"", ""blends"", ""mystery""], [""5"", ""eric"", ""yellow monster"", ""fantasy""], [""6"", ""bob"", ""blue master"", ""romance""]]}",403
lgp-test-3x2-0,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""eric"", ""fish""], [""2"", ""peter"", ""dog""], [""3"", ""arnold"", ""cat""]]}",7
lgp-test-5x6-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has a favorite color"", ""Each mother is accompanied by their child"", ""Each person lives in a unique style of house"", ""People use unique phone models""], ""rows"": [[""1"", ""eric"", ""tea"", ""red"", ""samantha"", ""ranch"", ""oneplus 9""], [""2"", ""alice"", ""milk"", ""green"", ""timothy"", ""craftsman"", ""huawei p50""], [""3"", ""arnold"", ""root beer"", ""white"", ""meredith"", ""colonial"", ""iphone 13""], [""4"", ""peter"", ""coffee"", ""yellow"", ""fred"", ""modern"", ""samsung galaxy s21""], [""5"", ""bob"", ""water"", ""blue"", ""bella"", ""victorian"", ""google pixel 6""]]}",154
lgp-test-6x4-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Each person prefers a unique type of vacation"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""carol"", ""april"", ""cruise"", ""milk""], [""2"", ""bob"", ""sept"", ""cultural"", ""tea""], [""3"", ""peter"", ""feb"", ""beach"", ""boba tea""], [""4"", ""alice"", ""mar"", ""mountain"", ""coffee""], [""5"", ""eric"", ""jan"", ""camping"", ""root beer""], [""6"", ""arnold"", ""may"", ""city"", ""water""]]}",17963
lgp-test-3x4-13,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""People have unique favorite music genres"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""peter"", ""grilled cheese"", ""rock"", ""milk""], [""2"", ""arnold"", ""pizza"", ""pop"", ""water""], [""3"", ""eric"", ""spaghetti"", ""classical"", ""tea""]]}",26
lgp-test-4x5-18,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has a unique level of education"", ""The mothers' names in different houses are unique"", ""Each person has a favorite color""], ""rows"": [[""1"", ""arnold"", ""water"", ""bachelor"", ""aniya"", ""red""], [""2"", ""alice"", ""tea"", ""high school"", ""holly"", ""white""], [""3"", ""peter"", ""milk"", ""master"", ""janelle"", ""green""], [""4"", ""eric"", ""coffee"", ""associate"", ""kailyn"", ""yellow""]]}",149
lgp-test-2x2-24,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities""], ""rows"": [[""1"", ""arnold"", ""dane""], [""2"", ""eric"", ""brit""]]}",6
lgp-test-5x4-14,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People own unique car models"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""arnold"", ""horse"", ""tesla model 3"", ""water""], [""2"", ""eric"", ""cat"", ""toyota camry"", ""coffee""], [""3"", ""peter"", ""dog"", ""ford f150"", ""milk""], [""4"", ""alice"", ""bird"", ""honda civic"", ""root beer""], [""5"", ""bob"", ""fish"", ""bmw 3 series"", ""tea""]]}",108
lgp-test-3x2-10,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""average""], [""2"", ""eric"", ""very short""], [""3"", ""arnold"", ""short""]]}",7
lgp-test-4x2-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""arnold"", ""fish""], [""2"", ""peter"", ""bird""], [""3"", ""alice"", ""cat""], [""4"", ""eric"", ""dog""]]}",9
lgp-test-4x5-8,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""Each person has a unique birthday month"", ""People have unique hair colors"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""alice"", ""short"", ""feb"", ""red"", ""mystery""], [""2"", ""eric"", ""tall"", ""sept"", ""blonde"", ""science fiction""], [""3"", ""arnold"", ""very short"", ""jan"", ""black"", ""fantasy""], [""4"", ""peter"", ""average"", ""april"", ""brown"", ""romance""]]}",355
lgp-test-2x2-34,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals""], ""rows"": [[""1"", ""arnold"", ""horse""], [""2"", ""eric"", ""cat""]]}",5
lgp-test-6x5-8,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""Each person has an occupation"", ""People have unique favorite sports"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""bird"", ""nurse"", ""baseball"", ""very tall""], [""2"", ""eric"", ""dog"", ""engineer"", ""swimming"", ""average""], [""3"", ""alice"", ""rabbit"", ""artist"", ""volleyball"", ""tall""], [""4"", ""bob"", ""horse"", ""teacher"", ""tennis"", ""very short""], [""5"", ""carol"", ""fish"", ""lawyer"", ""soccer"", ""super tall""], [""6"", ""arnold"", ""cat"", ""doctor"", ""basketball"", ""short""]]}",50089
lgp-test-3x6-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Each person has a unique favorite drink"", ""People have unique favorite book genres"", ""Each person has a unique hobby"", ""People own unique car models""], ""rows"": [[""1"", ""peter"", ""high school"", ""water"", ""science fiction"", ""cooking"", ""tesla model 3""], [""2"", ""eric"", ""bachelor"", ""tea"", ""romance"", ""gardening"", ""toyota camry""], [""3"", ""arnold"", ""associate"", ""milk"", ""mystery"", ""photography"", ""ford f150""]]}",49
lgp-test-5x2-7,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""eric"", ""blends""], [""2"", ""bob"", ""blue master""], [""3"", ""arnold"", ""dunhill""], [""4"", ""alice"", ""pall mall""], [""5"", ""peter"", ""prince""]]}",12
lgp-test-3x4-18,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""The people are of nationalities"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""carnations"", ""dane"", ""watermelon""], [""2"", ""peter"", ""lilies"", ""swede"", ""desert""], [""3"", ""arnold"", ""daffodils"", ""brit"", ""cherry""]]}",15
lgp-test-6x3-8,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""peter"", ""blue master"", ""blueberry""], [""2"", ""bob"", ""prince"", ""dragonfruit""], [""3"", ""carol"", ""yellow monster"", ""lime""], [""4"", ""alice"", ""pall mall"", ""watermelon""], [""5"", ""arnold"", ""blends"", ""desert""], [""6"", ""eric"", ""dunhill"", ""cherry""]]}",317
lgp-test-5x3-28,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""alice"", ""bachelor"", ""feb""], [""2"", ""peter"", ""master"", ""sept""], [""3"", ""eric"", ""associate"", ""mar""], [""4"", ""bob"", ""doctorate"", ""april""], [""5"", ""arnold"", ""high school"", ""jan""]]}",271
lgp-test-3x4-2,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""They all have a unique favorite flower"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""peter"", ""tea"", ""lilies"", ""prince""], [""2"", ""eric"", ""water"", ""carnations"", ""pall mall""], [""3"", ""arnold"", ""milk"", ""daffodils"", ""blue master""]]}",14
lgp-test-6x5-19,,251
lgp-test-6x5-24,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""Each person lives in a unique style of house"", ""People have unique favorite sports"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""peter"", ""country"", ""victorian"", ""tennis"", ""fantasy""], [""2"", ""carol"", ""hip hop"", ""ranch"", ""soccer"", ""science fiction""], [""3"", ""arnold"", ""pop"", ""modern"", ""baseball"", ""romance""], [""4"", ""alice"", ""rock"", ""mediterranean"", ""basketball"", ""historical fiction""], [""5"", ""eric"", ""classical"", ""colonial"", ""volleyball"", ""biography""], [""6"", ""bob"", ""jazz"", ""craftsman"", ""swimming"", ""mystery""]]}",14011
lgp-test-5x2-6,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models""], ""rows"": [[""1"", ""bob"", ""huawei p50""], [""2"", ""eric"", ""samsung galaxy s21""], [""3"", ""peter"", ""google pixel 6""], [""4"", ""arnold"", ""iphone 13""], [""5"", ""alice"", ""oneplus 9""]]}",27
lgp-test-6x5-39,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""Each person has a unique favorite drink"", ""People have unique hair colors"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""carol"", ""biography"", ""tea"", ""blonde"", ""april""], [""2"", ""arnold"", ""fantasy"", ""root beer"", ""black"", ""mar""], [""3"", ""bob"", ""science fiction"", ""water"", ""auburn"", ""may""], [""4"", ""eric"", ""historical fiction"", ""milk"", ""gray"", ""feb""], [""5"", ""peter"", ""romance"", ""coffee"", ""red"", ""sept""], [""6"", ""alice"", ""mystery"", ""boba tea"", ""brown"", ""jan""]]}",1876
